,Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
49,D'Addario,"Guitar Strings - Acoustic Guitar Strings - 80/20 Bronze - For 6 String Guitar - Deep, Bright, Projecting Tone - EJ11-3D - Light, 12-53 - 3-Pack.",14,-,Delivery,Available,https://www.amazon.com/DAddario-EJ11-3D-Bronze-Acoustic-Strings/dp/B0783QYRV5/ref=sr_1_50?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-50
50,Zen,Guitar,10,-,Delivery,Available,https://www.amazon.com/Zen-Guitar-Philip-Toshio-Sudo/dp/068483877X/ref=sr_1_51?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-51
51,AeroBand,"Guitar Smart Guitar With Painless Silicone Strings, Travel Silent Guitar With Detachable Fretboard, Headphone Jack, MIDI Guitar For Adults, Teenagers",399,-,-,Available,https://www.amazon.com/Stringless-Removable-Fretboard-Beginners-Teenagers/dp/B0CJ4QWR9Y/ref=sr_1_52?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-52
52,DIY,"Guitar Pick Punch luxury gift package, the Premium Guitar Pick Maker、paddle clip、4 Pick Strips and a file for smoothing - blue",20,-,-,Available,https://www.amazon.com/LYCC-guitar-manufacturer-package-puncher/dp/B08NJRKHSB/ref=sr_1_53?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-53
53,Yamaha,"GigMaker Standard Acoustic Guitar w/ Gig Bag, Tuner, Strap and Picks - Natural",-,-,-,Not Available,https://www.amazon.com/Gigmaker-Standard-Acoustic-Instructional-Strings/dp/B000W72MDE/ref=sr_1_54?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-54
54,Donner,"HUSH-I Guitar For Travel - Portable Ultra-Light and Quiet Performance Headless Acoustic-Electric Guitar, Maple Body with Removable Frames, Gig Bag, and Accessories",259,-,-,Available,https://www.amazon.com/Donner-HUSH-I-Guitar-Travel-Acoustic-Electric/dp/B0BTHXVY9C/ref=sr_1_55?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-55
55,Jackson,"JS Series Dinky Arch Top JS22 DKA Compound-Radius Amaranth Fingerboard Maple Neck 6-String Electric Guitar (Right-Handed, Snow White)",-,-,-,Not Available,https://www.amazon.com/Jackson-Electric-Amaranth-Fingerboard-2910121500/dp/B07LFW295H/ref=sr_1_56?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-56
56,Taylor,"BT2 Baby Taylor Acoustic Guitar, Mahogany Top",449,-,-,Available,https://www.amazon.com/Taylor-BT2-Acoustic-Guitar-Mahogany/dp/B007CSXUNM/ref=sr_1_57?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-57
57,Loog,Pro Acoustic kids Guitar 3-strings Ages 6+ Learning App and Lessons Included,129,-,-,Available,https://www.amazon.com/Loog-Acoustic-Guitar-Children-Beginners/dp/B084SNWG8S/ref=sr_1_58?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-58
58,Guitar,Chord Poster Framed Guitar Knowledge Wall Art Music Chords Chart Vintage Musical Wall Decor Canvas Print Educational Painting for Living Room 12x18inch Framed,25,-,-,Available,https://www.amazon.com/Knowledge-Vintage-Educational-Painting-12x18inch/dp/B0C7L39JT9/ref=sr_1_59?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-59
59,The,"Birth of Loud: Leo Fender, Les Paul, and the Guitar-Pioneering Rivalry That Shaped Rock 'n' Roll",13,-,Delivery,Available,https://www.amazon.com/Birth-Loud-Fender-Guitar-Pioneering-Rivalry/dp/1501141732/ref=sr_1_60?dib=eyJ2IjoiMSJ9.ZM-OUKInuZ7MTgm2zupmkN24Ys4kIP0Ef5MnRSapT78P5PXFMTg05v8_LZ8mhourrFPzw_3DPIHqmV1tliFRm9Dvl5L6oLTv7dUAnLvibVTzdiHdy1jo5npavrbtFWYZ7LLzszr6pBKPxQ3uiMli0sA1L7lkOo912NedalyT9KBUOSAdSmwsKefhwq2tfxdpj-RaK9Gu6AHyTWXvjsFRW88mwvp6_RYbqaDMqtxVwJFX4gGbi_PD43opc5CIs1NTZDpw7A8_OU8y4qGB2TdZJwSkeioHgrTWe337y6ftnPU.xX0z4LHqdOC7r4lFQcqPgh3gPh_TvoN7h2-tZ1cOfxc&dib_tag=se&keywords=Guitar&qid=1721321908&sr=8-60
